,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
7182,104243,80,3,50.18000000000001,1,1,1,111,Leaving,COPPER
7185,104263,100,9,131.13,1,2,1,121,Leaving,BRONZE
7192,104382,107,3,74.67,1,1,1,111,Leaving,COPPER
7193,104448,85,1,0.72,1,1,1,111,Leaving,TIN
7194,104462,103,2,981.57,1,1,2,112,Leaving,BRONZE
7202,104581,117,3,141.19,1,1,1,111,Leaving,BRONZE
7211,104768,102,3,14.340000000000002,1,1,1,111,Leaving,TIN
7235,105198,113,4,331.78000000000003,1,2,1,121,Leaving,BRONZE
7236,105236,79,3,1464.38,1,1,2,112,Leaving,BRONZE
7241,105341,78,2,1578.9,1,1,2,112,Leaving,BRONZE
7243,105363,86,7,141.10000000000002,1,2,1,121,Leaving,BRONZE
7248,105445,84,2,35.33,1,1,1,111,Leaving,COPPER
7249,105461,109,5,121.56,1,2,1,121,Leaving,BRONZE
7252,105516,116,6,25.57,1,2,1,121,Leaving,TIN
7260,105654,114,6,192.09999999999997,1,2,1,121,Leaving,BRONZE
7262,105684,81,2,113.73,1,1,1,111,Leaving,BRONZE
7264,105732,93,1,8.85,1,1,1,111,Leaving,TIN
7270,105806,108,8,772.01,1,2,2,122,Leaving,BRONZE
7277,106089,95,6,60.43000000000001,1,2,1,121,Leaving,COPPER
7279,106197,113,1,17.89,1,1,1,111,Leaving,TIN
7282,106222,104,4,154.46,1,2,1,121,Leaving,BRONZE
7287,106329,117,1,9.100000000000001,1,1,1,111,Leaving,TIN
7288,106363,93,4,169.14000000000001,1,2,1,121,Leaving,BRONZE
7294,106474,92,1,2.95,1,1,1,111,Leaving,TIN
7296,106503,115,4,117.42999999999999,1,2,1,121,Leaving,BRONZE
7297,106513,76,10,619.51,1,2,2,122,Leaving,BRONZE
7301,106575,80,10,109.31,1,2,1,121,Leaving,BRONZE
7303,106597,88,6,299.4,1,2,1,121,Leaving,BRONZE
7305,106651,116,1,18.439999999999998,1,1,1,111,Leaving,TIN
7306,106668,108,6,20.88,1,2,1,121,Leaving,TIN
7308,106718,109,7,47.540000000000006,1,2,1,121,Leaving,COPPER
7310,106758,116,3,33.68,1,1,1,111,Leaving,COPPER
7316,106810,78,3,149.14,1,1,1,111,Leaving,BRONZE
7329,107167,100,8,495.46999999999997,1,2,2,122,Leaving,BRONZE
7330,107174,103,3,66.96000000000001,1,1,1,111,Leaving,COPPER
7332,107198,92,2,40.550000000000004,1,1,1,111,Leaving,COPPER
7336,107439,79,3,98.07000000000001,1,1,1,111,Leaving,COPPER
7339,107510,79,4,29.66,1,2,1,121,Leaving,COPPER
7347,107736,108,3,92.72999999999999,1,1,1,111,Leaving,COPPER
7348,107742,92,1,15.9,1,1,1,111,Leaving,TIN
7350,107775,106,6,64.14,1,2,1,121,Leaving,COPPER
7353,107843,116,2,9.15,1,1,1,111,Leaving,TIN
7355,107941,80,1,25.439999999999998,1,1,1,111,Leaving,TIN
7357,107988,92,3,43.32,1,1,1,111,Leaving,COPPER
7362,108122,110,3,20.740000000000002,1,1,1,111,Leaving,TIN
7364,108156,106,1,42.03,1,1,1,111,Leaving,COPPER
7366,108175,79,1,0.2,1,1,1,111,Leaving,TIN
7369,108207,115,3,15.590000000000002,1,1,1,111,Leaving,TIN
7378,108346,86,1,5.05,1,1,1,111,Leaving,TIN
7391,108538,95,1,5.1000000000000005,1,1,1,111,Leaving,TIN
7393,108599,88,3,42.39,1,1,1,111,Leaving,COPPER
7405,108882,118,2,54.410000000000004,1,1,1,111,Leaving,COPPER
7407,108936,118,2,35.18000000000001,1,1,1,111,Leaving,COPPER
7410,108960,95,8,80.61,1,2,1,121,Leaving,COPPER
7413,109006,114,2,39.72,1,1,1,111,Leaving,COPPER
7417,109128,86,5,85.59,1,2,1,121,Leaving,COPPER
7418,109154,108,1,7.54,1,1,1,111,Leaving,TIN
7424,109196,78,6,43.2,1,2,1,121,Leaving,COPPER
7429,109302,97,1,9.49,1,1,1,111,Leaving,TIN
7430,109359,80,1,4.99,1,1,1,111,Leaving,TIN
7434,109489,79,9,51.52,1,2,1,121,Leaving,COPPER
7438,109635,93,2,76.94999999999999,1,1,1,111,Leaving,COPPER
7440,109703,76,8,75.24999999999999,1,2,1,121,Leaving,COPPER
7442,109727,105,5,160.48,1,2,1,121,Leaving,BRONZE
7444,109835,100,1,9.9,1,1,1,111,Leaving,TIN
7445,109838,84,6,51.0,1,2,1,121,Leaving,COPPER
7447,109851,115,7,101.27999999999999,1,2,1,121,Leaving,COPPER
7451,109947,108,9,207.17000000000002,1,2,1,121,Leaving,BRONZE
7455,110006,103,4,239.54999999999998,1,2,1,121,Leaving,BRONZE
7456,110017,111,5,67.51,1,2,1,121,Leaving,COPPER
7457,110046,81,5,152.57999999999998,1,2,1,121,Leaving,BRONZE
7458,110047,104,9,125.16,1,2,1,121,Leaving,BRONZE
7461,110105,107,3,27.74,1,1,1,111,Leaving,COPPER
7463,110142,93,3,13.750000000000002,1,1,1,111,Leaving,TIN
7465,110187,116,3,82.67,1,1,1,111,Leaving,COPPER
7467,110228,111,1,1.65,1,1,1,111,Leaving,TIN
7468,110261,78,4,45.83,1,2,1,121,Leaving,COPPER
7479,110435,85,2,10.54,1,1,1,111,Leaving,TIN
7483,110486,84,7,168.74,1,2,1,121,Leaving,BRONZE
7485,110521,107,6,29.989999999999995,1,2,1,121,Leaving,COPPER
7488,110555,117,1,2.05,1,1,1,111,Leaving,TIN
7489,110566,101,1,51.37,1,1,1,111,Leaving,COPPER
7493,110616,118,2,30.25,1,1,1,111,Leaving,COPPER
7496,110661,109,3,114.99000000000001,1,1,1,111,Leaving,BRONZE
7500,110792,87,9,89.05999999999997,1,2,1,121,Leaving,COPPER
7513,111077,114,3,61.18000000000001,1,1,1,111,Leaving,COPPER
7521,111164,83,3,22.450000000000003,1,1,1,111,Leaving,TIN
7522,111204,101,4,49.13,1,2,1,121,Leaving,COPPER
7525,111292,87,7,384.99000000000007,1,2,1,121,Leaving,BRONZE
7529,111375,118,5,111.61000000000001,1,2,1,121,Leaving,BRONZE
7532,111419,76,5,166.94,1,2,1,121,Leaving,BRONZE
7533,111433,86,3,162.31999999999996,1,1,1,111,Leaving,BRONZE
7538,111487,101,3,33.6,1,1,1,111,Leaving,COPPER
7540,111512,108,10,400.52000000000004,1,2,1,121,Leaving,BRONZE
7541,111591,110,3,25.270000000000003,1,1,1,111,Leaving,TIN
7543,111654,86,1,18.5,1,1,1,111,Leaving,TIN
7551,111806,98,5,72.71,1,2,1,121,Leaving,COPPER
7554,111865,87,1,16.73,1,1,1,111,Leaving,TIN
7556,111885,111,1,62.8,1,1,1,111,Leaving,COPPER
7564,111966,104,1,19.99,1,1,1,111,Leaving,TIN
7566,112014,112,1,97.78,1,1,1,111,Leaving,COPPER
7570,112098,91,2,29.89,1,1,1,111,Leaving,COPPER
7572,112164,89,6,46.3,1,2,1,121,Leaving,COPPER
7575,112212,80,2,22.779999999999998,1,1,1,111,Leaving,TIN
7576,112220,109,2,47.3,1,1,1,111,Leaving,COPPER
7578,112267,81,1,24.4,1,1,1,111,Leaving,TIN
7580,112281,109,2,168.98000000000002,1,1,1,111,Leaving,BRONZE
7582,112331,108,4,121.53,1,2,1,121,Leaving,BRONZE
7587,112529,115,1,5.8,1,1,1,111,Leaving,TIN
7591,112666,93,2,2.76,1,1,1,111,Leaving,TIN
7592,112671,117,3,74.76,1,1,1,111,Leaving,COPPER
7593,112719,91,1,2.0,1,1,1,111,Leaving,TIN
7595,112751,117,2,16.78,1,1,1,111,Leaving,TIN
7599,112834,109,1,9.99,1,1,1,111,Leaving,TIN
7601,112844,89,1,29.8,1,1,1,111,Leaving,COPPER
7606,112904,86,8,89.65999999999998,1,2,1,121,Leaving,COPPER
7613,113015,102,7,241.27000000000004,1,2,1,121,Leaving,BRONZE
7616,113092,88,2,72.89,1,1,1,111,Leaving,COPPER
7617,113097,101,6,129.89000000000001,1,2,1,121,Leaving,BRONZE
7618,113100,81,2,12.36,1,1,1,111,Leaving,TIN
7623,113257,115,1,18.45,1,1,1,111,Leaving,TIN
7628,113291,107,8,335.44,1,2,1,121,Leaving,BRONZE
7631,113368,90,1,28.99,1,1,1,111,Leaving,COPPER
7632,113386,87,1,2.6,1,1,1,111,Leaving,TIN
7636,113554,101,1,10.88,1,1,1,111,Leaving,TIN
7637,113556,80,9,152.67,1,2,1,121,Leaving,BRONZE
7645,113650,86,10,117.52999999999999,1,2,1,121,Leaving,BRONZE
7657,113925,113,4,146.54999999999998,1,2,1,121,Leaving,BRONZE
7661,113993,90,2,3.1,1,1,1,111,Leaving,TIN
7663,114045,116,1,6.07,1,1,1,111,Leaving,TIN
7670,114231,118,3,111.38,1,1,1,111,Leaving,BRONZE
7674,114279,80,2,20.86,1,1,1,111,Leaving,TIN
7675,114294,116,2,25.59,1,1,1,111,Leaving,TIN
7676,114341,95,4,55.85,1,2,1,121,Leaving,COPPER
7681,114517,84,2,3.4299999999999997,1,1,1,111,Leaving,TIN
7684,114559,111,2,8.93,1,1,1,111,Leaving,TIN
7685,114567,87,2,45.43,1,1,1,111,Leaving,COPPER
7686,114589,80,6,52.19,1,2,1,121,Leaving,COPPER
7688,114655,88,5,12.99,1,2,1,121,Leaving,TIN
7694,114687,78,2,12.14,1,1,1,111,Leaving,TIN
7695,114694,114,3,24.47,1,1,1,111,Leaving,TIN
7696,114723,117,3,11.22,1,1,1,111,Leaving,TIN
7697,114732,102,6,61.660000000000004,1,2,1,121,Leaving,COPPER
7705,114853,86,3,66.45,1,1,1,111,Leaving,COPPER
7710,114965,113,3,62.980000000000004,1,1,1,111,Leaving,COPPER
7718,115181,113,1,29.880000000000003,1,1,1,111,Leaving,COPPER
7720,115188,118,4,258.77,1,2,1,121,Leaving,BRONZE
7721,115189,91,1,9.98,1,1,1,111,Leaving,TIN
7722,115195,118,1,1.99,1,1,1,111,Leaving,TIN
7723,115243,103,3,10.900000000000002,1,1,1,111,Leaving,TIN
7727,115310,114,1,33.93,1,1,1,111,Leaving,COPPER
7729,115393,103,4,34.78,1,2,1,121,Leaving,COPPER
7736,115528,116,3,9.45,1,1,1,111,Leaving,TIN
7740,115584,107,4,15.92,1,2,1,121,Leaving,TIN
7741,115606,92,1,818.13,1,1,2,112,Leaving,BRONZE
7744,115714,115,1,5.98,1,1,1,111,Leaving,TIN
7746,115760,86,6,152.68,1,2,1,121,Leaving,BRONZE
7749,115776,80,4,771.6700000000001,1,2,2,122,Leaving,BRONZE
7750,115813,79,7,101.32000000000001,1,2,1,121,Leaving,COPPER
7756,115940,86,5,214.89000000000004,1,2,1,121,Leaving,BRONZE
7757,115941,90,2,11.83,1,1,1,111,Leaving,TIN
7758,115956,114,3,53.71,1,1,1,111,Leaving,COPPER
7765,116089,108,1,9.99,1,1,1,111,Leaving,TIN
7768,116176,116,4,12.03,1,2,1,121,Leaving,TIN
7771,116269,116,5,36.519999999999996,1,2,1,121,Leaving,COPPER
7778,116358,79,3,185.20000000000002,1,1,1,111,Leaving,BRONZE
7784,116596,86,6,271.45,1,2,1,121,Leaving,BRONZE
7787,116644,79,1,5.48,1,1,1,111,Leaving,TIN
7790,116760,111,3,68.44,1,1,1,111,Leaving,COPPER
7791,116768,107,3,25.75,1,1,1,111,Leaving,TIN
7792,116792,79,1,4.99,1,1,1,111,Leaving,TIN
7793,116833,86,5,90.82,1,2,1,121,Leaving,COPPER
7796,116978,115,4,89.69,1,2,1,121,Leaving,COPPER
7800,117027,80,1,46.199999999999996,1,1,1,111,Leaving,COPPER
7805,117105,86,5,577.83,1,2,2,122,Leaving,BRONZE
7821,117415,86,3,131.16000000000003,1,1,1,111,Leaving,BRONZE
7826,117536,113,1,5.82,1,1,1,111,Leaving,TIN
7828,117574,95,2,14.93,1,1,1,111,Leaving,TIN
7829,117589,85,1,2.49,1,1,1,111,Leaving,TIN
7830,117673,85,7,223.34,1,2,1,121,Leaving,BRONZE
7839,117938,92,1,5.99,1,1,1,111,Leaving,TIN
7842,117976,84,4,22.240000000000002,1,2,1,121,Leaving,TIN
7847,118025,111,3,9.57,1,1,1,111,Leaving,TIN
7850,118052,103,3,28.479999999999997,1,1,1,111,Leaving,COPPER
7864,118431,76,5,72.53999999999999,1,2,1,121,Leaving,COPPER
7865,118439,108,4,26.87,1,2,1,121,Leaving,TIN
7876,118640,100,4,56.830000000000005,1,2,1,121,Leaving,COPPER
7878,118670,107,9,110.39,1,2,1,121,Leaving,BRONZE
7881,118731,87,2,12.93,1,1,1,111,Leaving,TIN
7888,118863,110,3,69.04,1,1,1,111,Leaving,COPPER
7899,118993,105,2,12.18,1,1,1,111,Leaving,TIN
7900,118995,116,3,8.4,1,1,1,111,Leaving,TIN
7904,119110,102,3,127.57000000000001,1,1,1,111,Leaving,BRONZE
7905,119131,79,9,80.5,1,2,1,121,Leaving,COPPER
7906,119136,77,2,14.95,1,1,1,111,Leaving,TIN
7916,119256,81,1,183.85,1,1,1,111,Leaving,BRONZE
7918,119333,84,1,50.9,1,1,1,111,Leaving,COPPER
7921,119447,100,6,59.160000000000004,1,2,1,121,Leaving,COPPER
7930,119649,77,7,46.71,1,2,1,121,Leaving,COPPER
7936,119734,110,4,18.990000000000002,1,2,1,121,Leaving,TIN
7937,119751,79,8,294.59,1,2,1,121,Leaving,BRONZE
7949,119942,75,2,64.75,1,1,1,111,Leaving,COPPER
7955,120125,117,2,7.0,1,1,1,111,Leaving,TIN
7958,120183,90,2,14.600000000000001,1,1,1,111,Leaving,TIN
7960,120213,79,4,25.76,1,2,1,121,Leaving,TIN
7964,120254,114,3,159.59,1,1,1,111,Leaving,BRONZE
7968,120336,95,4,67.89000000000001,1,2,1,121,Leaving,COPPER
7974,120512,75,4,67.68,1,2,1,121,Leaving,COPPER
7981,120657,86,2,43.76,1,1,1,111,Leaving,COPPER
7985,120723,99,1,13.99,1,1,1,111,Leaving,TIN
7990,120809,87,2,7.29,1,1,1,111,Leaving,TIN
7991,120824,83,3,41.47,1,1,1,111,Leaving,COPPER
7992,120835,84,5,53.64,1,2,1,121,Leaving,COPPER
7994,120914,78,8,136.51,1,2,1,121,Leaving,BRONZE
7995,120931,98,3,8.55,1,1,1,111,Leaving,TIN
7997,120984,95,4,88.44,1,2,1,121,Leaving,COPPER
8004,121058,104,1,8.690000000000001,1,1,1,111,Leaving,TIN
8006,121119,116,2,58.66,1,1,1,111,Leaving,COPPER
8007,121125,108,4,27.73,1,2,1,121,Leaving,COPPER
8011,121172,87,8,590.1,1,2,2,122,Leaving,BRONZE
8012,121186,92,1,3.9,1,1,1,111,Leaving,TIN
8013,121236,80,2,14.530000000000001,1,1,1,111,Leaving,TIN
8029,121428,106,3,95.57,1,1,1,111,Leaving,COPPER
8036,121538,107,4,36.5,1,2,1,121,Leaving,COPPER
8037,121540,103,2,18.3,1,1,1,111,Leaving,TIN
8038,121566,101,10,36.74,1,2,1,121,Leaving,COPPER
8042,121645,112,2,104.10000000000001,1,1,1,111,Leaving,COPPER
8043,121676,103,3,29.02,1,1,1,111,Leaving,COPPER
8045,121728,92,4,71.67999999999998,1,2,1,121,Leaving,COPPER
8046,121760,90,4,19.97,1,2,1,121,Leaving,TIN
8050,121864,118,4,39.040000000000006,1,2,1,121,Leaving,COPPER
8052,121953,109,6,26.560000000000002,1,2,1,121,Leaving,TIN
8056,122099,90,3,83.41,1,1,1,111,Leaving,COPPER
8063,122180,98,1,9.75,1,1,1,111,Leaving,TIN
8072,122360,93,1,48.339999999999996,1,1,1,111,Leaving,COPPER
8077,122428,90,3,42.92,1,1,1,111,Leaving,COPPER
8082,122567,92,3,115.07000000000001,1,1,1,111,Leaving,BRONZE
8083,122582,116,3,43.88,1,1,1,111,Leaving,COPPER
8084,122583,100,6,24.36,1,2,1,121,Leaving,TIN
8086,122631,95,1,21.4,1,1,1,111,Leaving,TIN
8087,122653,99,4,20.27,1,2,1,121,Leaving,TIN
8088,122655,88,3,27.68,1,1,1,111,Leaving,COPPER
8089,122671,102,2,10.790000000000001,1,1,1,111,Leaving,TIN
8090,122675,89,1,142.42,1,1,1,111,Leaving,BRONZE
8094,122745,91,4,1736.7,1,2,3,123,Leaving,BRONZE
8095,122761,103,3,31.75,1,1,1,111,Leaving,COPPER
8100,122844,94,6,42.5,1,2,1,121,Leaving,COPPER
8102,122849,104,2,34.3,1,1,1,111,Leaving,COPPER
8111,123013,96,4,35.69,1,2,1,121,Leaving,COPPER
8113,123035,98,3,52.879999999999995,1,1,1,111,Leaving,COPPER
8114,123042,106,3,18.02,1,1,1,111,Leaving,TIN
8116,123073,98,2,53.519999999999996,1,1,1,111,Leaving,COPPER
8119,123173,84,4,89.72,1,2,1,121,Leaving,COPPER
8122,123251,100,5,46.849999999999994,1,2,1,121,Leaving,COPPER
8126,123309,105,2,15.03,1,1,1,111,Leaving,TIN
8128,123347,97,4,52.53000000000001,1,2,1,121,Leaving,COPPER
8130,123361,96,6,79.06,1,2,1,121,Leaving,COPPER
8133,123386,101,7,195.74,1,2,1,121,Leaving,BRONZE
8142,123489,115,7,239.60000000000002,1,2,1,121,Leaving,BRONZE
8143,123555,97,2,11.280000000000001,1,1,1,111,Leaving,TIN
8144,123559,116,1,5.99,1,1,1,111,Leaving,TIN
8160,123840,89,8,104.75000000000001,1,2,1,121,Leaving,COPPER
8163,123874,101,7,200.32000000000002,1,2,1,121,Leaving,BRONZE
8164,123905,105,4,72.39,1,2,1,121,Leaving,COPPER
8165,123932,78,4,134.51,1,2,1,121,Leaving,BRONZE
8167,123942,111,3,64.91999999999999,1,1,1,111,Leaving,COPPER
8168,123958,118,2,10.530000000000001,1,1,1,111,Leaving,TIN
8178,124064,85,5,246.24,1,2,1,121,Leaving,BRONZE
8180,124074,92,1,2.45,1,1,1,111,Leaving,TIN
8182,124098,115,2,49.870000000000005,1,1,1,111,Leaving,COPPER
8186,124170,106,4,284.18,1,2,1,121,Leaving,BRONZE
8197,124289,90,4,129.55,1,2,1,121,Leaving,BRONZE
8204,124352,80,9,352.75,1,2,1,121,Leaving,BRONZE
8208,124386,102,6,120.19999999999999,1,2,1,121,Leaving,BRONZE
8210,124460,96,2,6.35,1,1,1,111,Leaving,TIN
8211,124478,92,4,37.96,1,2,1,121,Leaving,COPPER
8213,124505,99,2,59.959999999999994,1,1,1,111,Leaving,COPPER
8216,124583,93,2,125.59,1,1,1,111,Leaving,BRONZE
8217,124597,85,2,13.64,1,1,1,111,Leaving,TIN
8218,124610,104,2,32.2,1,1,1,111,Leaving,COPPER
8220,124696,85,1,13.530000000000001,1,1,1,111,Leaving,TIN
8221,124769,115,1,3.9,1,1,1,111,Leaving,TIN
8223,124896,90,1,8.4,1,1,1,111,Leaving,TIN
8224,124922,101,8,484.37,1,2,2,122,Leaving,BRONZE
8225,124975,87,3,33.83,1,1,1,111,Leaving,COPPER
8227,125030,116,1,1.94,1,1,1,111,Leaving,TIN
8228,125038,101,2,41.07,1,1,1,111,Leaving,COPPER
8238,125321,87,1,2.99,1,1,1,111,Leaving,TIN
8246,125500,78,5,10.82,1,2,1,121,Leaving,TIN
8247,125521,101,1,89.9,1,1,1,111,Leaving,COPPER
8248,125570,100,2,130.35,1,1,1,111,Leaving,BRONZE
8249,125573,115,3,131.76999999999998,1,1,1,111,Leaving,BRONZE
8250,125599,85,7,30.45,1,2,1,121,Leaving,COPPER
8253,125631,90,3,25.79,1,1,1,111,Leaving,TIN
8259,125787,108,4,106.00999999999999,1,2,1,121,Leaving,BRONZE
8267,125929,118,2,29.900000000000002,1,1,1,111,Leaving,COPPER
8269,125965,118,5,105.17999999999999,1,2,1,121,Leaving,COPPER
8271,125998,95,4,84.75,1,2,1,121,Leaving,COPPER
8272,126002,79,4,61.739999999999995,1,2,1,121,Leaving,COPPER
8274,126039,84,1,16.4,1,1,1,111,Leaving,TIN
8277,126078,78,3,7.95,1,1,1,111,Leaving,TIN
8278,126081,87,4,66.52999999999999,1,2,1,121,Leaving,COPPER
8284,126244,115,6,765.9000000000002,1,2,2,122,Leaving,BRONZE
8285,126245,96,5,166.98000000000002,1,2,1,121,Leaving,BRONZE
8289,126311,87,4,226.70000000000002,1,2,1,121,Leaving,BRONZE
8291,126353,99,2,84.38,1,1,1,111,Leaving,COPPER
8293,126367,93,3,103.8,1,1,1,111,Leaving,COPPER
8295,126389,102,2,31.89,1,1,1,111,Leaving,COPPER
8300,126529,76,2,11.549999999999999,1,1,1,111,Leaving,TIN
8301,126534,77,3,51.74000000000001,1,1,1,111,Leaving,COPPER
8303,126599,86,1,141.79000000000002,1,1,1,111,Leaving,BRONZE
8306,126631,100,1,0.49,1,1,1,111,Leaving,TIN
8313,126746,114,2,6.48,1,1,1,111,Leaving,TIN
8321,126842,109,4,134.36,1,2,1,121,Leaving,BRONZE
8322,126878,107,1,3.95,1,1,1,111,Leaving,TIN
8325,126908,100,2,15.19,1,1,1,111,Leaving,TIN
8329,127065,80,1,7.35,1,1,1,111,Leaving,TIN
8344,127363,87,2,15.540000000000001,1,1,1,111,Leaving,TIN
8345,127388,79,2,17.0,1,1,1,111,Leaving,TIN
8346,127389,102,2,31.519999999999996,1,1,1,111,Leaving,COPPER
8349,127453,109,3,15.930000000000003,1,1,1,111,Leaving,TIN
8352,127562,87,2,21.96,1,1,1,111,Leaving,TIN
8356,127632,115,4,99.75000000000001,1,2,1,121,Leaving,COPPER
8358,127697,78,3,60.06,1,1,1,111,Leaving,COPPER
8361,127775,112,3,494.54,1,1,2,112,Leaving,BRONZE
8368,127915,102,10,141.48,1,2,1,121,Leaving,BRONZE
8369,127928,116,2,59.160000000000004,1,1,1,111,Leaving,COPPER
8371,127931,101,3,19.65,1,1,1,111,Leaving,TIN
8375,128034,108,5,302.24,1,2,1,121,Leaving,BRONZE
8380,128164,114,2,39.77,1,1,1,111,Leaving,COPPER
8384,128194,86,2,21.15,1,1,1,111,Leaving,TIN
8386,128233,75,2,36.18,1,1,1,111,Leaving,COPPER
8388,128269,75,4,107.94000000000001,1,2,1,121,Leaving,BRONZE
8389,128280,93,1,2.59,1,1,1,111,Leaving,TIN
8390,128310,114,2,11.09,1,1,1,111,Leaving,TIN
8393,128343,95,1,3.75,1,1,1,111,Leaving,TIN
8400,128541,86,1,2.2,1,1,1,111,Leaving,TIN
8401,128546,101,2,30.160000000000004,1,1,1,111,Leaving,COPPER
8406,128611,107,5,51.66000000000001,1,2,1,121,Leaving,COPPER
8408,128688,114,6,322.01,1,2,1,121,Leaving,BRONZE
8413,128804,90,2,13.89,1,1,1,111,Leaving,TIN
8416,128928,87,2,5.7,1,1,1,111,Leaving,TIN
8420,129027,87,1,17.89,1,1,1,111,Leaving,TIN
8421,129047,108,2,12.850000000000001,1,1,1,111,Leaving,TIN
8425,129087,114,2,43.98,1,1,1,111,Leaving,COPPER
8426,129144,87,5,31.770000000000003,1,2,1,121,Leaving,COPPER
8434,129322,102,4,25.29,1,2,1,121,Leaving,TIN
8436,129377,102,2,38.660000000000004,1,1,1,111,Leaving,COPPER
8439,129428,93,2,33.7,1,1,1,111,Leaving,COPPER
8440,129461,86,4,68.72,1,2,1,121,Leaving,COPPER
8443,129495,79,4,21.0,1,2,1,121,Leaving,TIN
8445,129547,97,4,44.800000000000004,1,2,1,121,Leaving,COPPER
8449,129633,103,3,103.14,1,1,1,111,Leaving,COPPER
8453,129696,77,1,23.9,1,1,1,111,Leaving,TIN
8481,130261,115,2,31.949999999999996,1,1,1,111,Leaving,COPPER
8483,130412,108,2,53.74,1,1,1,111,Leaving,COPPER
8489,130522,105,3,157.27,1,1,1,111,Leaving,BRONZE
8492,130590,93,7,77.86999999999999,1,2,1,121,Leaving,COPPER
8495,130622,87,1,0.9,1,1,1,111,Leaving,TIN
8497,130657,76,10,66.14999999999999,1,2,1,121,Leaving,COPPER
8500,130691,98,2,18.95,1,1,1,111,Leaving,TIN
8502,130718,97,3,25.939999999999998,1,1,1,111,Leaving,TIN
8504,130728,76,3,47.95,1,1,1,111,Leaving,COPPER
8505,130737,86,6,140.52,1,2,1,121,Leaving,BRONZE
8507,130796,108,5,160.5,1,2,1,121,Leaving,BRONZE
8508,130826,104,5,20.85,1,2,1,121,Leaving,TIN
8509,130828,108,4,155.83,1,2,1,121,Leaving,BRONZE
8514,130943,75,1,5.39,1,1,1,111,Leaving,TIN
8516,130955,110,1,34.12,1,1,1,111,Leaving,COPPER
8519,130970,88,3,35.94,1,1,1,111,Leaving,COPPER
8521,131013,75,8,158.07,1,2,1,121,Leaving,BRONZE
8522,131040,95,6,73.34999999999998,1,2,1,121,Leaving,COPPER
8531,131247,96,3,72.89,1,1,1,111,Leaving,COPPER
8535,131303,89,4,747.24,1,2,2,122,Leaving,BRONZE
8538,131388,90,2,8.95,1,1,1,111,Leaving,TIN
8542,131450,106,1,60.21,1,1,1,111,Leaving,COPPER
8545,131511,101,4,146.85999999999999,1,2,1,121,Leaving,BRONZE
8559,131802,90,5,145.78,1,2,1,121,Leaving,BRONZE
8567,131943,112,4,63.25,1,2,1,121,Leaving,COPPER
8569,131980,89,3,21.17,1,1,1,111,Leaving,TIN
8573,132096,103,1,0.9,1,1,1,111,Leaving,TIN
8574,132109,117,1,19.9,1,1,1,111,Leaving,TIN
8578,132180,92,5,69.5,1,2,1,121,Leaving,COPPER
8579,132195,88,1,5.08,1,1,1,111,Leaving,TIN
8580,132206,84,4,86.94999999999999,1,2,1,121,Leaving,COPPER
8581,132226,90,2,19.58,1,1,1,111,Leaving,TIN
8585,132308,100,1,1.7,1,1,1,111,Leaving,TIN
8588,132523,88,2,40.78,1,1,1,111,Leaving,COPPER
8590,132583,110,1,54.67,1,1,1,111,Leaving,COPPER
8595,132665,100,1,10.99,1,1,1,111,Leaving,TIN
8597,132749,102,1,15.98,1,1,1,111,Leaving,TIN
8602,132876,83,1,5.73,1,1,1,111,Leaving,TIN
8604,132880,84,1,5.5,1,1,1,111,Leaving,TIN
8605,132882,100,5,39.51,1,2,1,121,Leaving,COPPER
8610,132983,110,6,125.37,1,2,1,121,Leaving,BRONZE
8614,133058,109,7,806.75,1,2,2,122,Leaving,BRONZE
8615,133085,104,3,15.340000000000002,1,1,1,111,Leaving,TIN
8618,133118,80,6,110.33000000000001,1,2,1,121,Leaving,BRONZE
8624,133185,95,3,833.6,1,1,2,112,Leaving,BRONZE
8652,133818,84,4,5520.32,1,2,3,123,Leaving,BRONZE
8654,133826,109,7,70.27,1,2,1,121,Leaving,COPPER
8659,134078,109,7,259.25,1,2,1,121,Leaving,BRONZE
8662,134134,79,9,141.11,1,2,1,121,Leaving,BRONZE
8663,134138,75,1,28.6,1,1,1,111,Leaving,COPPER
8666,134261,85,8,48.11000000000001,1,2,1,121,Leaving,COPPER
8668,134294,115,3,56.78,1,1,1,111,Leaving,COPPER
8672,134387,98,2,6.890000000000001,1,1,1,111,Leaving,TIN
8676,134450,103,4,80.62,1,2,1,121,Leaving,COPPER
8680,134520,92,1,0.2,1,1,1,111,Leaving,TIN
8682,134567,111,7,138.27,1,2,1,121,Leaving,BRONZE
8684,134582,100,6,75.25999999999999,1,2,1,121,Leaving,COPPER
8692,134738,105,5,298.88,1,2,1,121,Leaving,BRONZE
8693,134765,88,4,25.160000000000004,1,2,1,121,Leaving,TIN
8694,134769,106,8,767.97,1,2,2,122,Leaving,BRONZE
8700,134843,91,6,134.51000000000002,1,2,1,121,Leaving,BRONZE
8703,134912,108,4,137.75,1,2,1,121,Leaving,BRONZE
8705,134958,80,1,32.47,1,1,1,111,Leaving,COPPER
8706,134975,78,6,89.05999999999999,1,2,1,121,Leaving,COPPER
8708,135150,79,2,34.73,1,1,1,111,Leaving,COPPER
8709,135211,93,3,50.09,1,1,1,111,Leaving,COPPER
8715,135331,97,2,57.28,1,1,1,111,Leaving,COPPER
