,gender,flag_phone_provided,flag_privacy,region,favorite_store,loyalty_type,loyatlty_status,tenure,age,TBS,Recency,Frequency,Monetary,customer_id,CHURN,CLASS
4940,M,1.0,False,SICILIA,28,standard,1,381,51,57.666666666666664,10,7,247.03,67516,0,SILVER
4941,M,1.0,True,LIGURIA,20,premium,1,210,51,34.5,1,9,252.27,594877,0,SILVER
4942,M,1.0,False,EMILIA ROMAGNA,41,premium,1,457,51,33.8,21,11,199.89999999999998,55389,0,SILVER
4943,M,1.0,False,VENETO,18,standard,1,93,51,11.0,0,11,490.68000000000006,782701,0,GOLD
4944,M,1.0,True,MARCHE,25,premium,1,212,51,32.2,46,7,299.72999999999996,602998,0,SILVER
4945,M,0.0,True,EMILIA ROMAGNA,41,standard,1,391,51,59.75,70,5,4491.639999999999,289194,0,SILVER
4946,M,1.0,True,LAZIO,1,standard,1,171,51,14.4,19,11,71.75,675787,0,SILVER
4947,M,1.0,True,VENETO,34,business standard,1,146,51,12.88888888888889,24,12,260.5,337815,0,SILVER
4948,M,0.0,True,UMBRIA,9,premium,1,163,52,21.5,18,11,1746.68,691773,0,DIAMOND
4949,M,1.0,True,VENETO,27,premium,1,177,52,29.4,23,8,623.21,664556,0,SILVER
4950,F,1.0,True,LOMBARDIA,40,standard,1,61,52,5.75,11,11,340.27,841873,0,GOLD
4951,M,1.0,True,LOMBARDIA,1,standard,1,313,52,46.833333333333336,1,8,788.94,439242,0,SILVER
4952,F,1.0,False,LOMBARDIA,1,standard,1,158,53,38.0,3,5,277.97,702732,0,SILVER
4953,M,1.0,True,LOMBARDIA,12,premium,1,279,53,33.0,51,9,1385.2700000000002,428160,0,SILVER
4954,F,1.0,True,LAZIO,29,premium,1,313,53,38.0,44,10,720.12,439984,0,SILVER
4955,M,1.0,True,LOMBARDIA,1,business standard,1,102,53,8.5,0,12,908.4199999999998,782053,0,DIAMOND
4956,M,1.0,True,CAMPANIA,3,business premium,1,460,53,29.5,48,11,166.33999999999997,148581,0,SILVER
4957,M,1.0,True,TOSCANA,47,premium,1,115,53,13.25,0,9,1684.1500000000003,765178,0,SILVER
4958,M,1.0,True,LOMBARDIA,8,standard,1,150,53,11.333333333333334,41,13,104.21,721793,0,SILVER
4959,M,1.0,True,EMILIA ROMAGNA,41,premium,1,188,53,19.0,13,10,1212.71,642478,0,SILVER
4960,M,1.0,True,ABRUZZO,25,standard,1,175,53,10.583333333333334,31,14,257.91,83485,0,SILVER
4961,M,1.0,True,LOMBARDIA,10,standard,1,412,53,28.5,1,12,54.89,248430,0,SILVER
4962,F,1.0,True,EMILIA ROMAGNA,24,premium,1,303,54,26.555555555555557,44,10,1899.5600000000004,455795,0,SILVER
4963,M,1.0,True,LAZIO,33,premium,1,478,54,32.2,23,12,707.2600000000001,116124,0,DIAMOND
4964,F,1.0,False,LOMBARDIA,49,standard,1,85,54,5.0,58,8,306.43,781570,0,SILVER
4965,M,1.0,True,LOMBARDIA,40,standard,1,208,54,14.090909090909092,4,12,54.59,608040,0,SILVER
4966,M,1.0,False,LOMBARDIA,32,premium,1,388,54,32.666666666666664,43,12,753.9200000000001,294489,0,DIAMOND
4967,F,1.0,True,LAZIO,42,business standard,1,344,54,22.666666666666668,12,13,265.51,384645,0,SILVER
4968,M,0.0,False,LOMBARDIA,49,standard,1,177,54,13.166666666666666,23,8,784.3,665737,0,SILVER
4969,M,1.0,True,SICILIA,7,standard,1,475,54,38.5,49,13,937.6299999999999,120730,0,DIAMOND
4970,M,1.0,True,PIEMONTE,45,standard,1,434,54,31.3,31,12,266.95,202934,0,SILVER
4971,M,1.0,False,CAMPANIA,1,business premium,1,239,55,26.625,10,10,638.09,558853,0,SILVER
4972,F,1.0,True,LOMBARDIA,32,premium,1,178,55,18.666666666666668,57,12,275.3500000000001,662397,0,GOLD
4973,F,1.0,False,SICILIA,7,standard,1,450,55,37.0,20,13,276.9,170176,0,GOLD
4974,M,0.0,False,LOMBARDIA,16,standard,1,198,55,23.2,58,7,775.49,611262,0,SILVER
4975,M,0.0,False,SICILIA,7,premium,1,401,55,37.0,37,12,1311.5300000000002,271987,0,DIAMOND
4976,F,1.0,True,SICILIA,7,premium,1,402,55,50.857142857142854,1,8,2210.18,270604,0,SILVER
4977,F,1.0,True,PUGLIA,26,premium,1,124,55,23.2,4,7,830.2700000000001,754564,0,SILVER
4978,M,1.0,False,PIEMONTE,21,standard,1,433,55,33.22222222222222,59,11,371.73999999999995,204642,0,GOLD
4979,M,1.0,True,LAZIO,29,premium,1,297,55,25.4,31,13,232.15999999999997,465719,0,SILVER
4980,M,1.0,True,VENETO,22,standard,1,387,55,12.5,45,14,408.23,297648,0,GOLD
4981,M,1.0,True,LOMBARDIA,1,business standard,1,153,55,13.0,56,11,463.15,717141,0,GOLD
4982,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,77,56,3.7,19,12,169.78,819000,0,SILVER
4983,F,0.0,True,SICILIA,28,premium,1,71,56,6.428571428571429,19,9,673.4200000000001,828193,0,SILVER
4984,M,1.0,False,PIEMONTE,45,business premium,1,249,56,12.6,32,8,979.6599999999999,539544,0,SILVER
4985,M,1.0,True,SICILIA,28,standard,1,426,56,17.555555555555557,13,10,347.84000000000003,219656,0,SILVER
4986,M,1.0,True,SICILIA,1,premium,1,159,56,14.0,42,12,1187.75,702229,0,DIAMOND
4987,M,0.0,False,LOMBARDIA,49,standard,1,287,56,29.0,7,10,1089.66,2197,0,SILVER
4988,M,1.0,True,VENETO,27,standard,1,402,56,16.583333333333332,101,14,428.41999999999996,268692,0,SILVER
4989,M,1.0,True,PUGLIA,31,standard,1,309,56,31.5,48,9,332.76000000000005,446566,0,SILVER
4990,M,1.0,False,LAZIO,39,premium,1,164,56,19.428571428571427,24,8,332.66,685676,0,SILVER
4991,M,1.0,False,LOMBARDIA,10,standard,1,415,56,30.3,52,11,112.51999999999998,241394,0,SILVER
4992,M,1.0,True,CAMPANIA,35,standard,1,354,56,43.875,0,11,162.84,47418,0,SILVER
4993,M,0.0,False,LOMBARDIA,34,premium,1,110,56,18.75,25,6,878.2199999999999,722996,0,SILVER
4994,M,1.0,True,PIEMONTE,28,premium,1,250,56,28.125,6,11,1807.9400000000003,538902,0,DIAMOND
4995,M,1.0,True,UMBRIA,9,premium,1,359,56,40.285714285714285,34,9,610.01,357398,0,SILVER
4996,M,1.0,True,SICILIA,7,premium,1,176,56,13.0,65,14,686.75,667481,0,DIAMOND
4997,M,1.0,False,EMILIA ROMAGNA,41,standard,1,411,56,33.4,22,13,37.620000000000005,251458,0,SILVER
4998,M,1.0,True,LAZIO,29,premium,1,286,56,26.333333333333332,37,11,211.32,482654,0,SILVER
4999,M,1.0,False,LOMBARDIA,34,standard,1,411,57,38.875,3,10,259.26,105301,0,SILVER
5000,M,1.0,True,EMILIA ROMAGNA,41,premium,1,359,57,23.272727272727273,51,12,778.11,99591,0,DIAMOND
5001,M,1.0,False,LAZIO,33,premium,1,155,57,13.142857142857142,57,11,490.64000000000004,714604,0,GOLD
5002,F,1.0,False,SICILIA,28,premium,1,474,57,20.333333333333332,58,7,875.8299999999999,122106,0,SILVER
5003,F,1.0,False,PUGLIA,26,standard,1,415,57,27.77777777777778,3,11,129.54,242423,0,SILVER
5004,F,1.0,True,LAZIO,13,premium,1,259,57,18.454545454545453,34,12,460.6700000000001,525870,0,GOLD
5005,M,1.0,True,LOMBARDIA,36,premium,1,170,57,11.909090909090908,33,13,194.94000000000003,678775,0,SILVER
5006,M,1.0,True,LOMBARDIA,43,standard,1,349,57,27.2,18,13,121.72,376002,0,SILVER
5007,M,1.0,True,VENETO,44,premium,1,102,57,10.833333333333334,33,12,644.0799999999999,781824,0,DIAMOND
5008,M,1.0,False,LAZIO,29,business standard,1,238,57,33.0,37,7,370.16999999999996,549786,0,SILVER
5009,F,1.0,False,CAMPANIA,35,business standard,1,363,57,16.181818181818183,32,12,431.70000000000005,348478,0,GOLD
5010,F,1.0,True,LOMBARDIA,17,standard,1,151,57,15.285714285714286,39,8,315.51,720485,0,SILVER
5011,M,1.0,True,PIEMONTE,1,premium,1,235,57,38.5,30,5,1875.28,77703,0,SILVER
5012,F,1.0,False,VENETO,18,standard,1,143,57,46.333333333333336,3,7,238.33,732079,0,SILVER
5013,M,0.0,True,PIEMONTE,49,premium,1,283,57,25.0,53,6,677.06,487208,0,SILVER
5014,M,1.0,False,LAZIO,39,premium,1,94,57,7.0,28,9,2928.55,793728,0,SILVER
5015,M,1.0,True,VENETO,18,premium,1,193,58,18.125,40,13,660.1300000000001,633052,0,DIAMOND
5016,M,1.0,False,PUGLIA,46,standard,1,363,58,49.714285714285715,11,10,235.63,348303,0,SILVER
5017,M,1.0,True,LOMBARDIA,17,standard,1,418,58,32.1,6,11,138.32000000000002,235964,0,SILVER
5018,M,1.0,False,PUGLIA,26,premium,1,240,58,42.8,22,6,951.09,555534,0,SILVER
5019,M,0.0,True,LOMBARDIA,34,standard,1,454,58,33.333333333333336,25,9,345.62999999999994,160967,0,SILVER
5020,M,1.0,False,UMBRIA,9,standard,1,122,58,9.75,40,12,124.32,756319,0,SILVER
5021,M,1.0,True,LOMBARDIA,36,premium,1,475,58,26.3,45,12,197.11999999999998,65625,0,SILVER
5022,M,1.0,True,PIEMONTE,45,premium,1,35,58,3.5714285714285716,5,12,977.4699999999998,885563,0,DIAMOND
5023,M,0.0,False,PIEMONTE,2,premium,1,196,58,17.444444444444443,31,10,369.35,627048,0,SILVER
5024,M,0.0,True,LAZIO,37,premium,1,292,58,31.75,34,9,865.7199999999999,446437,0,SILVER
5025,M,0.0,True,CAMPANIA,3,standard,1,221,58,21.11111111111111,25,12,192.89,587073,0,SILVER
5026,M,1.0,False,VENETO,44,standard,1,106,59,7.8,1,11,214.49,777451,0,SILVER
5027,M,1.0,False,LOMBARDIA,1,standard,1,204,59,17.5,25,12,212.96,614880,0,SILVER
5028,M,1.0,True,FRIULI VENEZIA GIULIA,4,business premium,1,169,59,17.375,23,10,637.21,679986,0,SILVER
5029,M,1.0,True,LAZIO,42,standard,1,385,59,30.272727272727273,20,12,1346.41,304307,0,DIAMOND
5030,M,1.0,True,PUGLIA,46,standard,1,359,59,35.44444444444444,5,11,87.91,356724,0,SILVER
5031,F,1.0,True,VENETO,22,premium,1,437,59,40.42857142857143,31,8,403.72,196323,0,SILVER
5032,F,1.0,True,CAMPANIA,38,business standard,1,343,59,12.142857142857142,0,12,291.59000000000003,385752,0,GOLD
5033,F,1.0,False,LOMBARDIA,1,standard,1,150,59,9.8,37,11,307.47999999999996,720835,0,GOLD
5034,M,1.0,True,SICILIA,28,premium,1,96,59,9.857142857142858,24,9,1010.47,790799,0,SILVER
5035,M,1.0,True,EMILIA ROMAGNA,41,premium,1,316,59,32.5,34,9,534.8500000000001,435190,0,SILVER
5036,M,1.0,True,CAMPANIA,3,standard,1,229,59,22.333333333333332,25,10,359.75,574146,0,SILVER
5037,M,1.0,True,LIGURIA,20,premium,1,239,59,16.8,55,11,507.44000000000005,558725,0,GOLD
5038,M,1.0,True,PUGLIA,46,premium,1,181,60,12.538461538461538,5,15,1699.75,602813,0,DIAMOND
5039,M,1.0,False,LOMBARDIA,43,standard,1,483,60,32.888888888888886,51,10,294.39,107080,0,SILVER
5040,M,1.0,True,TOSCANA,19,premium,1,381,60,26.363636363636363,45,12,373.46999999999997,313732,0,GOLD
5041,M,1.0,False,VENETO,18,premium,1,462,60,26.363636363636363,19,13,381.76,145866,0,GOLD
5042,M,1.0,False,PUGLIA,1,business standard,1,194,60,25.714285714285715,10,8,241.9,631532,0,SILVER
5043,M,0.0,True,FRIULI VENEZIA GIULIA,4,standard,1,333,60,47.333333333333336,29,9,983.3,404549,0,SILVER
5044,M,1.0,True,LAZIO,13,standard,1,352,60,7.857142857142857,20,8,279.96999999999997,369609,0,SILVER
5045,M,1.0,False,EMILIA ROMAGNA,11,business premium,1,121,60,10.3,13,12,186.23000000000002,6801,0,SILVER
5046,F,1.0,False,CAMPANIA,35,standard,1,256,60,59.0,58,6,642.6800000000001,529510,0,SILVER
5047,M,1.0,False,VENETO,27,premium,1,198,60,18.428571428571427,65,10,1140.74,623341,0,SILVER
5048,M,1.0,True,PUGLIA,26,standard,1,202,60,14.333333333333334,65,14,176.6,617989,0,SILVER
5049,M,1.0,False,LAZIO,33,standard,1,381,60,30.363636363636363,10,12,164.78,312966,0,SILVER
5050,M,1.0,True,LAZIO,39,premium,1,337,60,32.888888888888886,37,11,2055.81,398328,0,DIAMOND
5051,M,1.0,True,VENETO,27,premium,1,423,60,27.09090909090909,57,13,232.36999999999998,225054,0,SILVER
5052,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,289,60,33.142857142857146,28,11,79.74,61979,0,SILVER
5053,F,1.0,True,EMILIA ROMAGNA,14,standard,1,313,61,31.77777777777778,27,11,279.06,432334,0,GOLD
5054,M,1.0,True,LAZIO,13,standard,1,417,61,53.333333333333336,36,7,307.26,237175,0,SILVER
5055,M,1.0,True,LOMBARDIA,32,business premium,1,192,61,19.125,33,11,334.28000000000003,630175,0,GOLD
5056,M,1.0,False,EMILIA ROMAGNA,14,business standard,1,158,61,20.833333333333332,28,10,351.86999999999995,55826,0,SILVER
5057,M,1.0,False,LOMBARDIA,16,business premium,1,85,61,13.75,27,7,221.39000000000001,807955,0,SILVER
5058,M,0.0,True,VENETO,44,standard,1,254,61,16.818181818181817,64,13,418.94999999999993,532785,0,GOLD
5059,M,1.0,True,PUGLIA,46,business standard,1,379,61,53.833333333333336,22,8,368.03000000000003,318233,0,SILVER
5060,M,0.0,True,LAZIO,13,premium,1,235,61,24.8,13,6,280.13,564180,0,SILVER
5061,M,1.0,True,LAZIO,42,business standard,1,443,61,18.1,19,11,277.06,183998,0,GOLD
5062,F,1.0,True,CAMPANIA,35,standard,1,278,61,29.88888888888889,4,11,200.98,494064,0,SILVER
5063,M,1.0,True,LOMBARDIA,43,standard,1,180,61,28.0,3,8,384.6599999999999,658335,0,SILVER
5064,M,1.0,True,PUGLIA,31,premium,1,175,61,19.125,12,10,364.64000000000004,669804,0,SILVER
5065,F,1.0,False,PUGLIA,26,premium,1,180,62,35.4,0,6,808.21,658820,0,SILVER
5066,M,1.0,True,CAMPANIA,38,standard,1,234,62,22.625,48,10,407.48,566463,0,SILVER
5067,M,1.0,True,PIEMONTE,21,premium,1,201,62,25.0,25,8,1164.44,601686,0,SILVER
5068,M,1.0,True,LAZIO,37,business standard,1,191,62,25.428571428571427,1,11,628.83,7793,0,DIAMOND
5069,F,1.0,False,UMBRIA,9,premium,1,320,62,31.125,65,13,2137.3799999999997,428200,0,DIAMOND
5070,F,1.0,True,TOSCANA,19,standard,1,426,62,11.571428571428571,23,15,414.2699999999999,218861,0,GOLD
5071,M,1.0,True,SICILIA,7,business premium,1,202,62,51.333333333333336,19,6,1558.2399999999998,617436,0,SILVER
5072,M,1.0,True,LAZIO,29,standard,1,416,62,28.7,52,11,95.01,103412,0,SILVER
5073,M,1.0,True,SICILIA,6,premium,1,380,62,35.75,51,9,317.30999999999995,315548,0,SILVER
5074,M,1.0,False,PIEMONTE,21,business premium,1,174,63,19.5,0,11,835.1,1072,0,DIAMOND
5075,M,0.0,False,PIEMONTE,2,standard,1,164,63,10.4,40,12,241.54999999999998,689670,0,SILVER
5076,M,1.0,False,PIEMONTE,45,premium,1,169,63,24.8,30,7,419.94,681269,0,SILVER
5077,M,1.0,True,LAZIO,13,standard,1,153,63,10.875,57,10,293.82,717302,0,SILVER
5078,M,1.0,True,VENETO,1,standard,1,174,63,18.142857142857142,40,8,298.73999999999995,670004,0,SILVER
5079,F,1.0,True,VENETO,27,standard,1,293,63,27.2,4,11,339.91,5937,0,GOLD
5080,M,1.0,True,ABRUZZO,25,standard,1,407,63,36.888888888888886,25,10,306.06,260750,0,SILVER
5081,F,1.0,True,LOMBARDIA,34,standard,1,343,63,28.4,33,11,342.75,386101,0,GOLD
5082,M,1.0,True,LAZIO,39,business premium,1,416,63,35.111111111111114,11,11,850.77,238773,0,DIAMOND
5083,M,0.0,True,LOMBARDIA,21,premium,1,340,63,28.6,49,11,787.3800000000001,17155,0,DIAMOND
5084,M,1.0,True,VENETO,22,standard,1,469,63,31.90909090909091,5,12,410.53000000000003,131257,0,GOLD
5085,M,1.0,False,LOMBARDIA,36,premium,1,362,63,48.0,32,11,1287.37,350505,0,DIAMOND
5086,M,1.0,True,LOMBARDIA,16,premium,1,186,63,49.333333333333336,4,11,600.26,454949,0,GOLD
5087,M,1.0,True,VENETO,22,premium,1,143,64,7.2,48,8,1218.17,733021,0,SILVER
5088,F,1.0,False,LOMBARDIA,36,standard,1,268,64,31.625,11,9,268.38,79743,0,SILVER
5089,M,1.0,True,LOMBARDIA,15,premium,1,165,64,9.636363636363637,22,14,454.43000000000006,687390,0,GOLD
5090,M,1.0,True,EMILIA ROMAGNA,11,premium,1,103,64,7.6,60,12,500.32,781040,0,GOLD
5091,M,1.0,True,LAZIO,39,premium,1,237,64,26.0,58,10,768.89,560881,0,SILVER
5092,M,1.0,False,PUGLIA,46,premium,1,326,65,70.0,1,6,778.52,417067,0,SILVER
5093,M,1.0,False,OTHERS,3,premium,1,286,65,37.833333333333336,55,8,401.44000000000005,482571,0,SILVER
5094,M,0.0,False,LOMBARDIA,32,premium,1,151,65,12.5,3,13,511.11,6298,0,GOLD
5095,M,1.0,False,TOSCANA,19,standard,1,427,65,42.75,6,10,628.8600000000001,216809,0,SILVER
5096,M,1.0,True,LOMBARDIA,49,premium,1,200,65,15.0,45,12,1110.1899999999998,619961,0,DIAMOND
5097,M,1.0,True,LAZIO,42,business standard,1,300,65,21.583333333333332,35,13,966.9799999999999,429039,0,DIAMOND
5098,M,1.0,True,LAZIO,39,standard,1,410,65,27.75,23,13,269.68,23482,0,SILVER
5099,M,1.0,True,VENETO,22,premium,1,262,65,27.125,41,11,402.59000000000003,520369,0,GOLD
5100,M,1.0,False,EMILIA ROMAGNA,11,standard,1,66,65,4.666666666666667,19,11,440.5300000000001,833999,0,GOLD
5101,M,1.0,True,LOMBARDIA,17,standard,1,471,65,31.0,37,11,202.22,128241,0,SILVER
5102,F,1.0,True,LAZIO,33,standard,1,189,65,20.857142857142858,20,8,240.89000000000001,638831,0,SILVER
5103,M,0.0,True,CAMPANIA,38,premium,1,222,65,23.5,0,13,696.9199999999998,586652,0,DIAMOND
5104,F,1.0,True,SICILIA,28,premium,1,105,65,6.181818181818182,31,12,777.7,733386,0,DIAMOND
5105,F,1.0,True,EMILIA ROMAGNA,41,premium,1,121,65,18.666666666666668,6,8,284.47,757646,0,SILVER
5106,M,1.0,False,PIEMONTE,2,standard,1,261,65,18.0,39,9,283.72,522609,0,SILVER
5107,F,1.0,False,PIEMONTE,45,business premium,1,352,65,32.0,29,7,230.58000000000004,12285,0,SILVER
5108,M,1.0,False,LOMBARDIA,34,business standard,1,188,66,18.0,51,8,298.5,641791,0,SILVER
5109,M,1.0,True,EMILIA ROMAGNA,41,premium,1,128,66,21.4,4,6,1921.6299999999999,752326,0,SILVER
5110,M,0.0,True,LAZIO,1,standard,1,244,66,22.77777777777778,31,11,810.6700000000001,549169,0,DIAMOND
5111,M,0.0,False,PIEMONTE,2,standard,1,220,66,30.5,31,12,239.45,588882,0,SILVER
5112,M,1.0,True,PIEMONTE,45,premium,1,135,66,16.0,20,6,541.49,744354,0,SILVER
5113,F,1.0,False,ABRUZZO,25,standard,1,120,66,13.0,1,9,477.25999999999993,759223,0,SILVER
5114,F,1.0,False,EMILIA ROMAGNA,14,standard,1,137,66,12.571428571428571,13,11,719.7299999999999,741301,0,DIAMOND
5115,M,1.0,False,LAZIO,37,standard,1,106,66,9.0,25,8,257.32,777613,0,SILVER
5116,M,1.0,False,PIEMONTE,2,standard,1,430,66,31.727272727272727,7,13,382.83,210247,0,GOLD
5117,M,1.0,True,LIGURIA,20,standard,1,465,66,32.5,21,13,198.02,103555,0,SILVER
5118,M,1.0,False,LOMBARDIA,32,standard,1,337,66,22.916666666666668,57,13,216.11999999999998,397796,0,SILVER
5119,M,1.0,True,CAMPANIA,3,standard,1,367,66,28.181818181818183,45,12,117.58000000000003,340056,0,SILVER
5120,M,0.0,True,LAZIO,42,standard,1,381,66,34.55555555555556,19,11,403.40000000000003,310991,0,GOLD
5121,F,1.0,True,LOMBARDIA,43,standard,1,341,66,21.666666666666668,57,10,830.2199999999999,390143,0,SILVER
5122,M,1.0,False,ABRUZZO,25,standard,1,158,66,13.636363636363637,1,13,189.15,704764,0,SILVER
5123,M,1.0,True,NOT_PROVIDED,42,premium,1,354,66,40.375,26,9,238.95000000000002,366327,0,SILVER
5124,M,1.0,True,PIEMONTE,21,premium,1,159,67,18.375,6,11,164.45999999999995,39064,0,SILVER
5125,M,1.0,True,CAMPANIA,38,premium,1,247,67,28.571428571428573,42,11,473.45,544737,0,GOLD
5126,M,1.0,True,LIGURIA,20,standard,1,460,67,30.09090909090909,25,12,244.20000000000002,149047,0,SILVER
5127,M,1.0,False,PUGLIA,31,standard,1,262,67,21.0,28,12,152.40999999999997,24521,0,SILVER
5128,F,1.0,True,ABRUZZO,25,standard,1,420,67,46.57142857142857,22,11,266.96999999999997,232063,0,SILVER
5129,M,1.0,True,VENETO,18,premium,1,201,67,11.428571428571429,72,9,231.50000000000003,77488,0,SILVER
5130,M,1.0,False,LOMBARDIA,36,standard,1,124,67,7.916666666666667,23,14,322.22,60067,0,GOLD
5131,M,1.0,True,LIGURIA,20,premium,1,205,67,20.125,24,11,1264.3000000000002,541960,0,DIAMOND
5132,M,1.0,True,PIEMONTE,45,business premium,1,470,67,56.0,5,9,741.89,130641,0,SILVER
5133,M,1.0,True,PIEMONTE,49,premium,1,144,67,30.0,52,6,865.9699999999999,565212,0,SILVER
5134,M,1.0,True,VENETO,18,business premium,1,158,67,17.833333333333332,10,8,341.47,954,0,SILVER
5135,M,1.0,True,LOMBARDIA,49,premium,1,366,67,49.57142857142857,12,8,411.0,343640,0,SILVER
5136,M,1.0,True,LOMBARDIA,49,premium,1,464,67,56.8,20,7,1190.9,77551,0,SILVER
5137,M,1.0,True,LOMBARDIA,38,premium,1,424,68,41.142857142857146,52,8,1045.5100000000002,223364,0,SILVER
5138,M,1.0,True,TOSCANA,47,premium,1,396,68,31.90909090909091,3,12,487.47,282317,0,GOLD
5139,M,1.0,True,LIGURIA,20,business standard,1,425,68,27.90909090909091,10,12,233.27000000000004,18807,0,SILVER
5140,M,1.0,True,UMBRIA,9,business premium,1,443,68,32.111111111111114,34,10,409.3,56983,0,SILVER
5141,M,1.0,False,VENETO,44,premium,1,465,68,37.666666666666664,5,11,244.28,139531,0,SILVER
5142,M,0.0,True,PUGLIA,46,standard,1,220,68,17.88888888888889,37,11,660.38,588847,0,DIAMOND
5143,M,1.0,True,CAMPANIA,3,business premium,1,193,68,12.75,25,5,331.38,9082,0,SILVER
5144,F,1.0,True,LAZIO,42,premium,1,189,69,17.0,29,12,228.38000000000002,641469,0,SILVER
5145,M,1.0,True,LOMBARDIA,16,standard,1,169,69,15.0,29,12,392.74,680203,0,GOLD
5146,M,1.0,True,LOMBARDIA,49,business premium,1,128,69,16.285714285714285,3,11,590.5,100486,0,GOLD
5147,M,1.0,True,TOSCANA,1,standard,1,340,69,30.4,23,11,229.10999999999999,391667,0,SILVER
5148,F,0.0,False,LOMBARDIA,49,premium,1,219,69,34.2,44,7,884.0900000000003,99394,0,SILVER
5149,M,1.0,True,LOMBARDIA,34,standard,1,422,69,33.6,10,12,359.28999999999996,226729,0,GOLD
5150,F,1.0,False,LAZIO,33,standard,1,419,69,33.4,23,12,289.33,234504,0,GOLD
5151,F,1.0,True,PUGLIA,31,business premium,1,131,69,14.0,13,14,322.87,736632,0,GOLD
5152,M,1.0,True,LOMBARDIA,10,standard,1,158,70,19.0,7,12,43.33,707631,0,SILVER
5153,M,1.0,True,LOMBARDIA,1,business premium,1,67,70,4.583333333333333,4,14,399.72999999999996,832538,0,GOLD
5154,F,1.0,True,VENETO,44,business premium,1,81,70,5.545454545454546,12,12,383.55,813116,0,GOLD
5155,M,0.0,True,PUGLIA,26,standard,1,416,70,38.75,44,12,638.39,240536,0,DIAMOND
5156,M,1.0,True,LIGURIA,20,business premium,1,456,70,30.0,46,11,566.07,157390,0,GOLD
5157,M,1.0,False,NOT_PROVIDED,26,standard,1,264,70,32.57142857142857,30,11,267.26000000000005,517441,0,SILVER
5158,M,1.0,False,LIGURIA,20,standard,1,113,70,6.875,52,10,475.19000000000005,751065,0,SILVER
5159,M,1.0,True,ABRUZZO,25,premium,1,160,70,19.4,59,8,374.16999999999996,696072,0,SILVER
5160,M,1.0,True,CAMPANIA,3,premium,1,290,70,26.0,26,11,310.27,475495,0,GOLD
5161,M,1.0,True,LAZIO,1,standard,1,205,70,22.5,11,11,145.79999999999998,613290,0,SILVER
5162,M,1.0,False,PIEMONTE,45,premium,1,154,70,22.5,61,6,276.26,14924,0,SILVER
5163,M,1.0,False,LAZIO,1,premium,1,180,70,11.818181818181818,45,14,1222.6900000000003,658699,0,DIAMOND
5164,M,1.0,False,LAZIO,1,standard,1,197,71,14.0,44,13,256.06,626740,0,SILVER
5165,M,1.0,True,LIGURIA,21,premium,1,120,71,20.5,33,7,1324.3199999999997,756712,0,SILVER
5166,M,1.0,True,VENETO,22,premium,1,144,71,21.833333333333332,10,7,332.76,731641,0,SILVER
5167,F,1.0,True,LIGURIA,20,business premium,1,176,71,14.285714285714286,22,10,244.20000000000002,666636,0,SILVER
5168,F,1.0,True,CAMPANIA,3,premium,1,230,71,21.4,1,11,54.7,559232,0,SILVER
5169,M,1.0,True,LIGURIA,20,premium,1,101,71,8.857142857142858,0,14,1920.93,783884,0,DIAMOND
5170,F,1.0,True,PIEMONTE,45,premium,1,118,71,10.571428571428571,35,8,929.5500000000001,760676,0,SILVER
5171,M,1.0,True,LOMBARDIA,30,standard,1,142,71,7.9,57,13,161.46,734744,0,SILVER
5172,M,1.0,True,SICILIA,7,premium,1,249,72,22.5,54,10,262.42,539843,0,SILVER
5173,M,1.0,False,VENETO,44,standard,1,146,72,7.615384615384615,28,14,276.03000000000003,728021,0,GOLD
5174,M,1.0,False,LAZIO,33,business premium,1,408,72,43.25,6,10,554.82,256677,0,SILVER
5175,M,1.0,True,LAZIO,1,standard,1,220,72,23.333333333333332,4,11,172.24,74649,0,SILVER
5176,M,1.0,False,LOMBARDIA,36,business standard,1,301,72,33.125,18,10,877.84,459035,0,SILVER
5177,F,1.0,True,SICILIA,28,premium,1,465,72,19.4,13,11,247.19000000000003,138416,0,SILVER
5178,M,1.0,False,VENETO,5,standard,1,207,73,14.714285714285714,23,11,171.06999999999996,88713,0,SILVER
5179,M,1.0,False,LAZIO,13,premium,1,93,73,9.333333333333334,63,5,295.54,795123,0,SILVER
5180,F,0.0,True,SICILIA,7,premium,1,369,73,56.75,45,5,667.9799999999999,335689,0,SILVER
5181,M,1.0,False,SICILIA,28,premium,1,142,73,6.5,35,12,553.9200000000001,734470,0,GOLD
5182,M,1.0,False,TOSCANA,47,premium,1,123,74,16.25,55,5,586.37,676790,0,SILVER
5183,M,1.0,True,PIEMONTE,1,standard,1,118,74,6.75,59,9,324.56,760982,0,SILVER
5184,M,1.0,True,LAZIO,37,standard,1,470,74,26.88888888888889,22,12,231.6,130829,0,SILVER
5185,M,1.0,True,SICILIA,6,standard,1,132,74,16.166666666666668,29,7,392.55999999999995,747576,0,SILVER
5186,M,1.0,True,LOMBARDIA,11,standard,1,407,74,11.23076923076923,26,15,370.49999999999994,260587,0,GOLD
5187,M,1.0,True,PIEMONTE,2,standard,1,462,75,29.666666666666668,0,14,194.53000000000003,144835,0,SILVER
5188,M,1.0,True,PIEMONTE,2,standard,1,398,75,23.692307692307693,31,14,210.74,277404,0,SILVER
