,Unnamed: 0.1,Unnamed: 0,order_id,customer_id,store_id,product_id,direction,gross_price,price_reduction,perc_price_reduction,purchase_datetime,TBS,churn
91132,315909,355698,1ca9fcdb499153fb8e49c548c5029ea7,310039,40,36268946,1,7.7,0.0,0.0,2023-02-26,229.0,1.0
91141,315943,355733,b3069023fa8a3faf17f8901cf811fe8a,310076,43,34094095,1,5.9,1.0,16.94915254237288,2022-12-05,179.0,1.0
91150,315967,355758,93498fe18314556658e29143b5f4a383,310086,5,33817091,1,0.5,0.0,0.0,2023-02-02,150.0,1.0
91159,315998,355805,e896dbc9dddc9bef68faae663aa0485f,310145,43,35333095,1,1.99,0.0,0.0,2022-12-28,164.0,1.0
91162,316006,355813,ef2bcbd5d2f546a190973a6dbd852023,310146,5,31182144,1,8.25,0.82,9.939393939393938,2022-11-15,108.0,1.0
91168,316021,355828,956b1c6185b8cc9efa6274722920ba3d,310159,2,35735273,1,5.8,0.0,0.0,2023-04-23,224.0,1.0
91180,316059,355868,67d703f4ec3eeae14ec3575d3374d421,310184,7,35417704,1,1.95,0.0,0.0,2022-11-11,155.0,1.0
91189,316097,355907,65704ed9040db1541f72de2bed3cdf2d,310246,40,33250532,1,8.85,2.88,32.54237288135593,2022-09-17,120.0,1.0
91196,316148,355959,46d05d27de5ce230facad83f421f00d1,310263,45,81259516,1,3.99,0.0,0.0,2022-12-16,212.0,1.0
91197,316154,356126,c81e3d257717c95642d2179ac97698e8,310266,5,33817091,1,0.5,0.05,10.0,2022-12-08,107.0,1.0
91199,316161,356133,e9910e6801599acd358a5fa7f3702a23,310273,48,35245581,1,9.9,0.0,0.0,2023-02-19,166.0,1.0
91232,316281,356254,e308f2320b72cc93f723ae5cb0b6f45e,310336,7,36590106,1,33.98,0.0,0.0,2023-04-10,174.0,1.0
91242,316331,356307,695c177a49fc8a16c65a40e5a0b2a815,310380,41,35315196,1,2.45,0.0,0.0,2023-04-19,181.0,1.0
91274,316405,356392,7b82eeeab1ae6632fe1343d11498a3fd,310441,48,35551922,1,20.9,0.0,0.0,2022-11-02,162.0,1.0
91276,316421,356409,e8add9f006f7bc1dee70863e3d0c6646,310452,5,81274743,1,17.56,0.04,0.2277904328018223,2022-10-06,126.0,1.0
91286,316439,356427,23908265c9cf370580088b6b146dc324,310478,10,32831085,1,26.4,0.0,0.0,2023-01-04,237.0,1.0
91295,316463,356451,f04d175797ff0060d24d5efa6ef7f4ce,310479,42,30156203,1,7.6,0.0,0.0,2022-08-27,107.0,1.0
91296,316466,356454,ef740d3c10aec1429dd3f71a02374bc7,310480,21,31569580,1,5.97,2.97,49.74874371859297,2023-03-24,201.0,1.0
91334,316588,356586,ff535ade82f2ef4231fc83700ffc12f1,310625,6,48091281,1,5.99,0.0,0.0,2022-11-22,190.0,1.0
91336,316591,356589,5874235c67a920d9001ac2b978809763,310631,40,30126292,1,1.55,0.45,29.03225806451613,2022-10-25,132.0,1.0
91357,316664,356662,98a3447785ae7e69382b0a4fb60b9cb0,310731,10,36325170,1,299.0,0.0,0.0,2023-04-11,252.0,1.0
91359,316670,356668,df9121d993bc0ab057fcc39ad15f4c28,310752,3,35856352,1,7.9,0.0,0.0,2022-11-03,155.0,1.0
91379,316722,356724,66275ebf3bf7c6bc37525e45d5d54597,310809,35,36578346,1,14.9,0.0,0.0,2023-02-25,229.0,1.0
91387,316751,356753,f0d5f06cc389803a8ff17c71fdc89232,310891,22,33626425,1,3.9,0.0,0.0,2023-02-08,212.0,1.0
91391,316758,356760,82c68a7a483a1fa2c4fd84dbc5462b82,310893,22,35576331,1,5.49,0.0,0.0,2023-02-02,108.0,1.0
91401,316794,356796,84567b73b4e45eaff21b0447cc473acd,310971,5,32730684,1,1.95,0.29,14.871794871794872,2022-11-23,147.0,1.0
91404,316807,356809,70ba43dd671ad6123d752935c6b9b577,310986,48,35099736,1,19.96,0.0,0.0,2022-09-22,126.0,1.0
91405,316808,356810,f1238ce4bbfacbfd27c052f85b4a3b41,310986,48,34339382,1,1.49,0.0,0.0,2023-01-25,125.0,1.0
91424,316923,356930,9bc66165bac15902aab6639b33995941,310999,23,34400912,1,1.5,0.0,0.0,2023-01-17,121.0,1.0
91454,317003,357015,3066b73fb39577ad712e3904a05fca1d,311131,18,31325070,1,2.27,0.0,0.0,2022-11-02,125.0,1.0
91476,317071,357088,5527e637d6687383f35addfdf47f98aa,311218,18,35745584,1,70.0,0.0,0.0,2023-01-11,233.0,1.0
91480,317091,357124,028a3faeaab01e1d0c44d358f167c002,311223,13,36550920,1,69.9,0.0,0.0,2023-01-13,174.0,1.0
91481,317093,357127,64b3b43ab82c6783f6fe458c2a971a6b,311224,45,36268946,1,3.85,0.0,0.0,2023-04-07,224.0,1.0
91503,317160,357210,1b1d9487248b80e740b32aa140367ac5,311295,49,36166592,1,2.95,0.0,0.0,2023-01-09,231.0,1.0
91507,317177,357227,27deb3bd55c0b63c53b549b51f4fba75,311351,16,36250151,1,12.99,0.0,0.0,2023-03-30,295.0,1.0
91526,317229,357282,8c010e1fe7ba24321f1551a53941ae68,311387,12,34655152,1,29.99,0.0,0.0,2022-11-11,128.0,1.0
91538,317253,357311,943c51c2a2f12d9fbfa6ae15696e66ff,311399,9,33120913,1,2.8,0.0,0.0,2023-01-07,128.0,1.0
91541,317262,357320,a62edbbe2717e8d320307445357f04e4,311432,47,35609266,1,2.0,0.0,0.0,2023-03-13,221.0,1.0
91550,317283,357342,79043fedb964a33bf1cc15c5f042c33b,311454,33,35761670,1,9.9,0.0,0.0,2023-01-08,194.0,1.0
91552,317286,357345,315daea035b6480c15233caa7e792cf2,311459,6,32388923,1,2.05,0.0,0.0,2022-10-03,147.0,1.0
91553,317287,357346,6201b1ed2ef67f60ba93f796bb09d088,311459,6,33995213,1,2.65,0.0,0.0,2023-02-14,134.0,1.0
91560,317309,357368,65aa816946d77457fc84ef0984e6519a,311503,17,35930944,1,0.75,0.0,0.0,2023-02-23,245.0,1.0
91567,317331,357390,a9584518cb1f71cc46571d7d7bb22593,311544,2,35609343,1,0.55,0.0,0.0,2022-12-30,111.0,1.0
91569,317337,357396,cd114471712765ff61569671b588ff42,311545,18,35860104,1,4.9,0.0,0.0,2022-12-16,190.0,1.0
91578,317369,357428,7e9192bae9fda74e67e9a725aae7c3d8,311574,5,35856352,1,7.9,0.0,0.0,2022-10-03,137.0,1.0
91586,317398,357457,879b74e0ae9be4f58286eaa2f0f18e1f,311625,38,33700716,1,0.2,0.0,0.0,2023-04-24,151.0,1.0
91595,317425,357484,f82d296291109590cfd678e23fac6bff,311641,9,33700716,1,0.2,0.0,0.0,2023-03-24,238.0,1.0
91599,317438,357497,7a0285bd10378f3a8c4437d24bb9ef9f,311662,5,34320314,1,6.99,0.0,0.0,2023-02-02,166.0,1.0
91600,317442,357501,bd352a9e107f212ff2aef560b436cb58,311665,20,81273175,1,2.99,0.0,0.0,2023-02-09,265.0,1.0
91609,317470,357553,184b8f6cb28a68923679d0792998677f,311679,17,48020504,1,40.0,40.0,100.0,2023-04-05,146.0,1.0
91613,317484,357567,9a87060ab8de9f07bd510db95603a7a7,311688,40,31004225,1,7.0,0.1,1.4285714285714286,2022-11-03,138.0,1.0
91624,317524,357608,a4bed7111ec097a3e6a693e490f5e594,311780,39,33700716,1,0.2,0.0,0.0,2023-02-16,112.0,1.0
91626,317535,357619,246c49c68c70c7485e79f06aeb6128a9,311796,24,34686820,1,3.55,0.0,0.0,2022-11-06,142.0,1.0
91640,317598,357684,2bea89184a834922c95810a1c3ee6360,311848,40,35651336,1,6.99,0.0,0.0,2023-01-13,148.0,1.0
91642,317604,357690,a288bbb2536590ed984183086d1dfc02,311862,13,32388986,1,2.65,0.0,0.0,2022-12-29,196.0,1.0
91655,317659,357745,04b1216d35dc80e0e6a08c74afd1d1b2,311974,16,34219346,1,4.9,0.0,0.0,2023-01-11,212.0,1.0
91666,317703,357789,3d542c578daf9fedab7eaa36111b0903,312051,47,34906403,1,99.9,10.0,10.01001001001001,2022-09-10,122.0,1.0
91671,317740,357826,3e5f1c7a665707f319ba010a25ece9d5,312097,43,35879851,1,8.0,0.0,0.0,2023-03-08,201.0,1.0
91686,317781,357883,7d224d8d62a4c66e2ef794a2fa492744,312145,24,33700716,1,0.2,0.0,0.0,2022-09-22,129.0,1.0
91692,317804,357906,613a03866e4ae04609a69e071e3ce9fa,312153,39,35750302,1,0.49,0.0,0.0,2022-12-01,120.0,1.0
91701,317859,357961,fd1c8c310ff61271a30f5a6d121ac704,312211,3,35890113,1,2.5,0.0,0.0,2022-10-19,140.0,1.0
91703,317865,357967,657de052632467a3dece7b23acbef713,312233,7,35838775,1,2.4,0.0,0.0,2023-03-26,247.0,1.0
91718,317901,358003,03326d14dbf96f191015f79951edb903,312257,31,31868032,1,4.8,0.0,0.0,2023-04-05,119.0,1.0
91720,317910,358012,df7305af7185bf9cfc3aca66a12c6720,312274,37,36483454,1,2.95,0.0,0.0,2023-01-12,168.0,1.0
91723,317923,358027,ea6b849f1a54e410c6e023de8940336a,312279,14,36501640,1,0.9,0.0,0.0,2023-03-02,217.0,1.0
91728,317949,358057,83674eb12c7b818aac1b3c4dbb05e2c1,312299,27,36168384,1,2.5,0.0,0.0,2023-02-28,209.0,1.0
91774,318092,358205,e8de809c892d39722673eee51045be22,312498,2,34916035,1,2.5,0.0,0.0,2023-03-15,312.0,1.0
91784,318121,358236,72c2bc196e7b0e9762d79fe891173383,312524,26,82026199,1,19.9,0.01,0.050251256281407,2023-01-13,203.0,1.0
91790,318158,358277,4004d427b74c9eea1eb5ad943b1767c5,312566,11,35940576,1,1.8,0.0,0.0,2023-01-10,191.0,1.0
91797,318172,358291,c721d320c694efd273e7ad07a717875a,312589,12,35799134,1,7.49,0.0,0.0,2023-04-02,319.0,1.0
91802,318192,358311,fd18377ee5fb953aa90c6ab60edebe77,312614,48,35940576,1,1.8,0.0,0.0,2022-10-06,146.0,1.0
91820,318237,358356,e318a022f5c2f195530e937ca6258249,312673,16,33700716,1,0.2,0.0,0.0,2022-11-23,160.0,1.0
91834,318280,358402,afcaa861f95a7dc801ee419dac03021a,312694,48,33700716,1,0.2,0.0,0.0,2023-02-05,202.0,1.0
91846,318303,358425,e973d0e3acf1d9dcb7b750f13ed13239,312722,12,33009284,1,1.23,0.0,0.0,2023-03-30,178.0,1.0
91847,318312,358434,a4380a7b3c9ce55f7c701021f4dfa8c5,312730,25,33700716,1,0.2,0.0,0.0,2022-12-16,184.0,1.0
91869,318378,358501,2925ff3ac56ae9d25446397fec64500a,312784,40,34292454,1,3.75,0.0,0.0,2023-02-24,204.0,1.0
91870,318381,358504,cb5c900468052ae671b67e40ff6a9cd7,312787,47,33700716,1,0.2,0.0,0.0,2023-01-21,231.0,1.0
91874,318400,358523,40252c7986ea6bbcfc9a0588230c74d1,312801,13,36214472,1,25.0,0.0,0.0,2023-01-31,164.0,1.0
91880,318416,358541,e3432d5e4a2e00c3711e60c70cabf039,312805,41,35931084,1,1.0,0.0,0.0,2022-11-30,173.0,1.0
91884,318425,358554,dd92c7e4377bb12c778ddf2dc0349da6,312851,33,34320314,1,6.99,0.0,0.0,2023-04-03,323.0,1.0
91902,318489,358620,f2f1d4900e1051aa6f8e0e4e8a030644,312912,22,81268735,1,9.9,0.0,0.0,2023-04-02,325.0,1.0
91915,318524,358690,46d4b96a9e4a9dd065aeae15906eeabf,312960,49,33700716,1,0.2,0.0,0.0,2023-03-10,202.0,1.0
91928,318568,358735,348ddf92fee0d379b7b558fe8fb07c75,312974,2,34387612,1,9.95,0.0,0.0,2023-02-23,138.0,1.0
91932,318578,358745,b0dae3a2f9f4524fa735a24b2acf4f95,312987,26,34060782,1,5.35,0.0,0.0,2023-04-25,266.0,1.0
91939,318599,358790,81c22f0a468e527edd5540e4c67435eb,313021,15,35421281,1,16.95,0.0,0.0,2022-11-22,150.0,1.0
91953,318652,358845,efc1c4ca32349451155b7b26aba63b44,313092,4,81259453,1,9.99,0.0,0.0,2023-04-23,349.0,1.0
91975,318743,358945,a3a8f0bc4bde12aa4c53dadf3255b0aa,313166,26,33700716,1,0.2,0.0,0.0,2022-11-19,185.0,1.0
91988,318790,358992,2b574f138d70696fba06e78b1762b051,313197,12,36073471,1,4.99,0.0,0.0,2023-01-12,154.0,1.0
91990,318795,358997,42eb85ba0d6639cb7f6870f0e385d00b,313203,40,33700716,1,0.2,0.0,0.0,2022-09-12,130.0,1.0
91993,318804,359006,e8b9244a81818f5e6f43574e55305df8,313203,40,31456495,1,2.9,0.0,0.0,2023-04-20,166.0,1.0
91998,318881,359093,65a78252a131abc2c80c39fd3f4bb51d,313217,26,35875322,1,1.05,0.0,0.0,2023-03-16,212.0,1.0
92002,318895,359107,1a398af634e65f22ebf5002ebda22409,313242,47,35735273,1,2.9,0.0,0.0,2023-03-09,199.0,1.0
92011,318912,359124,4f9060ce851193e3b02f86f5acbae9cc,313259,12,35123011,1,6.99,0.0,0.0,2022-11-14,107.0,1.0
92013,318914,359126,9612f1eb0212723a1bc9e36bd64d1c0d,313259,12,34126106,1,1.65,0.0,0.0,2023-04-03,123.0,1.0
92015,318919,359131,304bd0c48ebae58d27b620b91c2f532e,313267,15,33700716,1,0.2,0.0,0.0,2022-10-03,129.0,1.0
92030,318972,359189,f4506b5e9c169fe8c1215ed0c615d453,313333,16,35923461,1,42.99,0.0,0.0,2023-01-13,188.0,1.0
92044,319012,359229,c0a02c88cb40b58199931524aad6f2f6,313345,16,33700716,1,0.2,0.0,0.0,2023-02-02,272.0,1.0
92051,319045,359262,b88710ac97297377722492ba10779b82,313375,40,34608833,1,5.98,0.0,0.0,2023-04-20,110.0,1.0
92071,319093,359313,aad14293072c48b9ce9b577529293288,313425,5,34843564,1,0.8,0.0,0.0,2022-11-25,168.0,1.0
92073,319100,359320,88918b3cef4317d5eeaf0444f3922715,313455,19,36128176,1,2.99,0.99,33.11036789297658,2022-10-20,154.0,1.0
92077,319115,359336,cbfa36b6c8fc71e5fb00cb664ef89ba2,313469,34,32882024,1,1.0,0.0,0.0,2022-10-11,144.0,1.0
92129,319303,359579,b7711f19e232ccddee8d62d35dd2ee94,313579,12,30475165,1,2.7,0.0,0.0,2023-04-10,161.0,1.0
92131,319311,359587,db4523a7a62da28dd23dd81be6229b76,313585,15,35929054,1,3.88,0.0,0.0,2022-08-30,115.0,1.0
92132,319313,359589,0033f89017ca83cb4a315e989e6b867b,313585,15,33700716,1,0.2,0.0,0.0,2023-03-13,195.0,1.0
92135,319326,359602,23089bea37a9253dab562f5fc17e60c2,313595,36,35818965,1,3.99,0.0,0.0,2023-02-24,288.0,1.0
92149,319363,359639,fc211c6a9785b8750696fb90c6bdcc0a,313609,39,35651336,1,6.99,0.0,0.0,2022-11-18,190.0,1.0
92150,319370,359646,b61d9098ff49809a2f2120b720474c9c,313637,10,81259474,1,5.98,0.0,0.0,2023-04-08,324.0,1.0
92155,319386,359662,2b6a61fa78fcc9ac1b43f3a4fdba74e0,313648,40,34126106,1,1.65,0.0,0.0,2023-03-27,145.0,1.0
92156,319390,359666,6ef2400ed6dda1229fb60c0db5f2b484,313653,21,36076222,1,3.9,0.0,0.0,2022-10-10,144.0,1.0
92163,319411,359687,00c5035e98fd1bdca00e8c195f1538ee,313704,40,34060873,1,4.99,0.0,0.0,2023-03-16,242.0,1.0
92188,319483,359759,0092c8ccf79244656c5c451db5fa393b,313739,47,32444174,1,7.65,0.0,0.0,2023-04-12,200.0,1.0
92190,319490,359766,1610b70448f560d65c43a4c330144fbe,313765,5,34584263,1,14.75,0.0,0.0,2023-04-25,256.0,1.0
92201,319545,359821,f3e12da23cabb7efdb801d2035d43d65,313850,35,34554324,1,6.99,0.0,0.0,2023-03-26,114.0,1.0
92208,319569,359845,33b7e3d9ce99e8528eab4894c5e851ff,313940,15,33700716,1,0.2,0.0,0.0,2022-11-26,148.0,1.0
92221,319613,359889,2dc62ac2293fc93c3890cb7b648d5758,313962,28,36218140,1,0.99,0.0,0.0,2022-10-16,143.0,1.0
92224,319629,359905,40a8842a7b538ce99c72c6d5877e9ae8,314001,31,34955872,1,1.4,0.0,0.0,2023-02-16,144.0,1.0
92229,319646,359922,c69a5eccb60efb2031d99b3a6a733e45,314033,49,36634346,1,1.9,0.0,0.0,2022-10-27,111.0,1.0
92231,319649,359925,461193db55504c784052709d12a79910,314033,49,34798386,1,111.0,0.0,0.0,2023-04-20,170.0,1.0
92246,319688,359967,7a1ab81f5fa129a38d563bc377926e07,314113,6,35315196,1,2.45,0.0,0.0,2023-02-03,144.0,1.0
92253,319716,359995,c04252edfafedd2e194e53ae12f8a9ad,314137,27,35421281,1,16.99,0.0,0.0,2023-02-18,268.0,1.0
92257,319730,360028,1c94003db3038b5f70f6fe4e7a975fc6,314138,47,33700716,1,0.2,0.0,0.0,2023-01-20,154.0,1.0
92261,319748,360047,11aea1b82e4a38b658d97c056ab8330c,314179,24,35925050,1,2.99,0.0,0.0,2023-01-22,202.0,1.0
92269,319781,360080,ebf6942dd999698bf41cdf71e4a37e81,314237,27,34328812,1,5.99,0.0,0.0,2022-12-28,239.0,1.0
92271,319787,360086,6bef36b0e834e27ff5d7907384dbbc57,314253,40,36121806,1,4.99,0.0,0.0,2023-04-06,237.0,1.0
92283,319834,360133,e1d3cabaf2096fad7e25596d7416aefe,314268,29,35281421,1,22.49,0.0,0.0,2023-01-16,108.0,1.0
92290,319850,360149,589e28eb02277b0f8a047e2b1c56e0f2,314279,31,33700716,1,0.2,0.0,0.0,2023-02-14,138.0,1.0
92314,319936,360241,0404afefafb100e155bdf0ecc3b84bb7,314298,16,32078935,1,3.55,0.0,0.0,2023-03-17,245.0,1.0
92317,319942,360247,e1ea654ee28ac0c05a320698c8e554fd,314308,28,34690733,1,93.0,0.0,0.0,2022-12-05,190.0,1.0
92324,319966,360272,2ab0e4b7dff6461bfa5a2845044e1f25,314370,33,36323511,1,9.95,0.0,0.0,2023-01-30,225.0,1.0
92383,320137,360455,ca6d8ece59cbf480286c4b4c683e38ec,314398,14,33120913,1,11.2,0.0,0.0,2023-03-02,233.0,1.0
92385,320155,360473,5205912c7bc7859077d00acca8a8c68c,314428,11,33700716,1,0.2,0.0,0.0,2023-01-25,243.0,1.0
92386,320169,360487,b951b84fc746279b000b3fae5eb9b8ee,314472,34,33817091,1,0.5,0.0,0.0,2023-02-03,275.0,1.0
92387,320174,360492,7655c729fb22be11398e80dc45957db5,314486,49,35333116,1,1.99,0.0,0.0,2022-11-14,112.0,1.0
92394,320191,360509,6ce4a8c9c4fa2e3d2b40f378260961d6,314494,12,32591965,1,5.9,0.0,0.0,2023-03-22,132.0,1.0
92399,320207,360525,17dd1b3b8bf4f324695d664276e280e1,314516,10,34950762,1,8.9,0.0,0.0,2022-12-30,141.0,1.0
92400,320210,360528,b06004ef59838233f022b516822594c3,314520,29,33817091,1,0.5,0.0,0.0,2022-10-14,160.0,1.0
92415,320256,360574,4084a04782d15649c7d7e2d5359f411f,314541,3,31482164,1,5.25,0.0,0.0,2023-04-08,125.0,1.0
92416,320258,360576,191c3e962be9f4113b6934cd8b1a6fd0,314552,6,35609266,1,2.0,0.0,0.0,2023-03-31,311.0,1.0
92422,320292,360610,fdf34713acbf6db04d575268c7b1127e,314573,13,35880103,1,1.95,0.0,0.0,2023-01-21,130.0,1.0
92445,320359,360682,9d20b0e98ce936176ce8fb5692aaab29,314600,8,33817091,1,0.5,0.0,0.0,2022-12-06,201.0,1.0
92447,320374,360697,d55054230ed89f83b83034a4e71e04c1,314606,27,35551922,1,188.1,0.0,0.0,2022-11-12,194.0,1.0
92453,320384,360707,9a5c0a799c4f91a96bac8f1620e7e6ac,314616,23,35551922,1,171.92,17.19,9.998836668217775,2023-04-11,226.0,1.0
92477,320493,360817,39253867bece48748fe42400838bf5ea,314724,13,33700716,1,0.2,0.0,0.0,2022-12-09,150.0,1.0
92484,320520,360846,0235d81d78b736d15f5a0180343a121e,314759,21,32424665,1,6.55,0.0,0.0,2023-03-16,239.0,1.0
92487,320528,360855,ff3a698116e31f1c472258128f3540c0,314782,14,32483780,1,42.0,3.0,7.142857142857142,2022-10-28,161.0,1.0
92501,320570,360900,a3de4d048f8075916c507f4f81ec52fd,314815,10,31483046,1,9.99,0.0,0.0,2022-12-08,210.0,1.0
92512,320599,360930,5bc6d127f11c9565df17939116cded3e,314835,21,48070610,1,50.0,0.0,0.0,2022-11-16,110.0,1.0
92513,320602,360933,a1e21da93141812f698e2a1c0ad62d40,314838,16,35196196,1,1.99,0.0,0.0,2022-11-10,174.0,1.0
92525,320650,360984,8f0273e6f31835b44068637cd1ad1359,314899,49,33700716,1,0.2,0.0,0.0,2023-01-07,164.0,1.0
92538,320692,361041,4ed57f83fedb7e0bfd368bfd5e0e2406,314911,35,35427560,1,23.5,0.0,0.0,2023-03-17,124.0,1.0
92548,320724,361073,e6d7625b7f6ec40faddc6fdea6fba11a,314916,47,33700716,1,0.2,0.0,0.0,2023-01-19,188.0,1.0
92549,320729,361078,025aecd519fb219e2d89572fdfd84cce,314937,5,35837613,1,16.0,0.0,0.0,2023-04-07,140.0,1.0
92553,320743,361092,a34cf14b2b60d64ce81f057e2bb39a83,314949,3,32452161,1,7.2,0.0,0.0,2023-01-27,202.0,1.0
92563,320813,361168,faaaf4609206fdd362bb9d1d87bd0a0a,314986,27,35233744,1,4.99,0.0,0.0,2022-11-27,177.0,1.0
92571,320848,361204,adbb7327665965591637e3f4dc9cd84f,315044,30,34887580,1,5.98,0.0,0.0,2023-01-06,210.0,1.0
92588,320915,361285,8d3b1ca421a581fbcb07da3bf0d5672d,315113,4,33995773,1,4.99,0.0,0.0,2023-03-27,147.0,1.0
92598,320962,361336,1c93fd08a937bbaadc6f194763f3f23f,315162,14,35266644,1,6.9,0.0,0.0,2022-11-17,112.0,1.0
92601,320971,361345,eda0e8d8e049ca9138b80fac3bf8515c,315184,35,33817091,1,0.5,0.0,0.0,2023-01-27,202.0,1.0
92603,320977,361351,ea4277075378d598219fc0957ed0c010,315190,20,36237691,1,11.99,0.0,0.0,2022-12-02,183.0,1.0
92612,321021,361400,d147afb96f3ec526d5bb3864be61965f,315198,38,35456050,1,2.95,0.3,10.169491525423728,2022-10-24,119.0,1.0
92613,321026,361405,d8e22d14c72ddb408e87dbfacf43d50f,315198,38,35861112,1,5.98,0.0,0.0,2023-04-25,183.0,1.0
92619,321044,361423,75496f168972f8a098056695f7e0a254,315228,46,35275156,1,6.98,0.02,0.2865329512893982,2023-01-19,201.0,1.0
92623,321053,361432,ce630e9707fa2c9f1e607ea3aee8bc3c,315258,6,33700716,1,0.2,0.0,0.0,2022-12-04,121.0,1.0
92643,321116,361499,d42f23f0c5cfdb2bfbdf56d7d424c8db,315289,26,35085603,1,0.3,0.0,0.0,2023-04-07,148.0,1.0
92644,321120,361503,b7dd074fa1fd9aa9ac5b44c8949d3a65,315316,46,35865410,1,8.16,0.0,0.0,2022-09-07,125.0,1.0
92666,321195,361598,7af0bebc1388e3a54e077c9ed900b237,315329,39,36216285,1,9.9,0.0,0.0,2022-12-24,127.0,1.0
92675,321222,361625,df6b4c812a1fe23f201831388ff8d559,315346,13,33817091,1,0.5,0.0,0.0,2023-02-20,170.0,1.0
92684,321314,361726,02ff09883dd24bfaa65cd85e1ded0b78,315388,49,32502211,1,3.98,0.0,0.0,2023-02-23,142.0,1.0
92687,321335,361747,d139effb454246162ec5b7381b98a8e2,315394,35,36214122,1,2.0,0.0,0.0,2023-03-30,322.0,1.0
92691,321349,361761,81efed7ba82a7f0c27fbdbe162aa1885,315424,8,32424644,1,4.95,0.0,0.0,2022-09-08,107.0,1.0
92692,321350,361762,6d35e3a4854f24e8657caaebded04fe1,315424,8,35315196,1,7.35,0.0,0.0,2023-02-23,168.0,1.0
92697,321362,361774,6d9ed48f0bd094cd4af636701049b9b9,315461,44,35735273,1,2.9,0.0,0.0,2023-02-15,226.0,1.0
92702,321414,361826,349c711a72197f77d920ce5f930f5775,315478,37,35799176,1,15.8,0.0,0.0,2023-04-19,296.0,1.0
92706,321425,361837,e8d1a4f4163257633f60cb2daeac566b,315485,31,33700716,1,0.2,0.02,10.0,2023-04-07,175.0,1.0
92723,321486,361901,9915bf5cd9d13b14ea811f34f1937cb1,315547,29,33700716,1,0.2,0.0,0.0,2022-09-23,133.0,1.0
92740,321543,361964,15fa89f8c84f1aacd07b3f43b64bbb7f,315626,49,35166656,1,6.4,1.5,23.4375,2022-12-21,227.0,1.0
92755,321580,362001,d74190a290d525a17fe94e8afe7276b9,315659,5,35895482,1,9.99,0.0,0.0,2022-09-20,139.0,1.0
92760,321611,362039,0eeb0ee592b9269b79216e92b3298cae,315668,12,34907761,1,5.0,0.1,2.0,2022-12-28,192.0,1.0
92779,321669,362098,e03757a9ac1a905f266f96520422683f,315691,12,35122983,1,1.99,0.0,0.0,2023-03-26,184.0,1.0
92780,321673,362102,0bce59a9e5c72768103bf43420223a96,315692,17,81268736,1,9.9,2.0,20.2020202020202,2023-04-03,145.0,1.0
92782,321683,362118,feb92f4bbfb6b576213f933e47cded04,315708,2,30482683,1,1.15,0.0,0.0,2022-09-14,112.0,1.0
92803,321746,362193,177abb8b261ddf7643f5fec1b0f8dba5,315753,41,36498014,1,8.9,0.0,0.0,2023-02-17,171.0,1.0
92816,321782,362230,2a2684d843c90c3c58b401e21fbff011,315782,2,35085603,1,0.3,0.0,0.0,2022-11-17,121.0,1.0
92821,321789,362243,bc0a924a71aae70e781c6cdb88114aa9,315783,40,33700716,1,0.2,0.0,0.0,2023-02-16,277.0,1.0
92839,321859,362315,43998378c1347edeeaeff866634f92de,315839,15,32550616,1,29.95,0.0,0.0,2022-10-20,132.0,1.0
92853,321900,362367,ff40251d0a0bcdfdc8f648fdb93fada4,315928,20,81259486,1,7.99,0.0,0.0,2023-03-25,286.0,1.0
92854,321904,362371,63d81be66293ece3e006cdb2ee360623,315930,27,35957250,1,6.2,1.3,20.967741935483872,2022-11-25,117.0,1.0
92867,321950,362419,be8ff3151f70e08656e1ce338dced516,315954,40,36214122,1,1.0,0.0,0.0,2023-02-23,169.0,1.0
92869,321958,362427,3fd7c771ec313cf5fff98c0bf554e288,316002,19,33700716,1,0.2,0.0,0.0,2022-10-12,153.0,1.0
92871,321963,362432,4ca27962acafb526b2649720bc6674f4,316002,19,33700716,1,0.2,0.0,0.0,2023-04-20,189.0,1.0
92872,321968,362437,49757dd905ebd1e7b6df858b6f72d3fb,316022,39,30327682,1,3.4,0.0,0.0,2023-02-17,280.0,1.0
92881,321992,362461,3c1040726783679c3c44ffb4ca90baa8,316034,39,35315231,1,3.25,0.0,0.0,2023-04-20,315.0,1.0
92889,322008,362512,6d8b7b32919a4d8576c9b40464fea323,316052,46,32605083,1,18.99,0.0,0.0,2023-03-31,288.0,1.0
92896,322051,362555,fad826b50b8e3ea7ae1e2cd5e6a01fa5,316075,16,35002296,1,1.4,0.0,0.0,2023-04-09,234.0,1.0
92907,322090,362595,df2ed1ce42eeded7b6506fd5cdbe9a9c,316130,40,35787101,1,12.98,0.0,0.0,2023-02-10,224.0,1.0
92909,322101,362606,4fd1df4aba4fe9a95306b33b41cc4e87,316156,39,35099764,1,41.94,0.0,0.0,2023-03-11,205.0,1.0
92915,322111,362616,e1b200e8885d5874a1e8aedc9252ab7b,316207,10,30410765,1,6.1,0.56,9.18032786885246,2022-12-02,155.0,1.0
92918,322124,362632,f6396540b069bf6aef7bda0231b9eaf3,316218,22,33695410,1,5.9,0.0,0.0,2022-10-17,146.0,1.0
92922,322140,362648,b3c37dabd71889b95fc6a713653b907b,316251,26,34609722,1,2.95,0.0,0.0,2022-10-23,128.0,1.0
92923,322141,362649,bf5e7b97ce71221c4bd1650803b30040,316251,26,35609266,1,2.0,0.0,0.0,2023-02-17,117.0,1.0
